('24:00:00', 7.493928123888683, 12.513611783504148)
('22:00:00', 7.751396938429644, 13.879416198925329)
('20:00:00', 7.857925566503087, 15.709293781226227)
('18:00:00', 8.020825077590198, 16.983746589894018)
('16:00:00', 8.507322677921557, 17.870334169121552)
('14:00:00', 8.865399557793832, 18.408684773579065)
('12:00:00', 8.80062408073727,  18.254040061326435)
('10:00:00', 8.467468392959827, 17.31296804860092)
('08:00:00', 7.705534894081659, 15.606207463192062)
('06:00:00', 7.020651710432002, 14.16960364917795)
('04:00:00', 6.955149391140815, 13.022097414862289)
